grade_code,subject_code,subject_label,chapter_code,chapter_title,chapter_status,skill_code,skill_title,content_type,difficulty,status,content_count,draft_count,usable_count
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-INDICATIVE,Conjuguer les temps de l'indicatif étudiés,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-REWRITE,Transformer temps et personne,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-SUBJUNCTIVE,Reconnaître et employer le subjonctif attendu,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-ENR-FRENCH-4E-CONJUGATION-TENSE_VALUE,Interpréter la valeur d'un temps,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-FRENCH-4E-CONJUGATION,Mobiliser : Conjugaison,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-FRENCH-4E-CONJUGATION,Mobiliser : Conjugaison,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-CONJUGATION,Conjugaison,approved,SK-FRENCH-4E-CONJUGATION,Mobiliser : Conjugaison,worked_example,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,Délimiter et relier les propositions,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,Délimiter et relier les propositions,exercise,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-CLAUSES,Délimiter et relier les propositions,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,diagnostic,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,remediation,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-FUNCTIONS,Analyser les fonctions dans la phrase complexe,revision,2,draft,0,3,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,1,draft,0,1,0
